customer_id,first_order_date,last_order_date,dataset_end_date,days_since_last_order,total_orders,total_items,total_spend,average_order_value,spend_quintile,customer_segment
13777.0,2010-12-01,2011-12-09,2011-12-09,0,33,12897,25977.16,787.19,1,High-value active
12753.0,2010-12-12,2011-11-17,2011-12-09,22,6,11421,21429.39,3571.57,1,High-value active
12744.0,2011-01-25,2011-10-19,2011-12-09,51,7,5241,21279.29,3039.90,1,High-value active
16210.0,2010-12-01,2011-12-08,2011-12-09,1,18,7559,21086.30,1171.46,1,High-value active
17675.0,2010-12-07,2011-12-08,2011-12-09,1,31,8360,20374.28,657.23,1,High-value active
17381.0,2010-12-02,2011-12-01,2011-12-09,8,29,25649,20275.61,699.16,1,High-value active
15039.0,2010-12-06,2011-11-30,2011-12-09,9,47,9209,19914.44,423.71,1,High-value active
12471.0,2010-12-10,2011-12-07,2011-12-09,2,30,8212,19824.05,660.80,1,High-value active
12731.0,2010-12-10,2011-11-16,2011-12-09,23,12,8437,18895.91,1574.66,1,High-value active
15159.0,2010-12-13,2011-12-08,2011-12-09,1,30,11441,18641.01,621.37,1,High-value active
12901.0,2011-03-14,2011-12-01,2011-12-09,8,28,23075,17654.54,630.52,1,High-value active
12678.0,2010-12-21,2011-10-28,2011-12-09,42,12,10923,17628.46,1469.04,1,High-value active
14031.0,2010-12-02,2011-12-02,2011-12-09,7,19,5788,17286.86,909.83,1,High-value active
17428.0,2010-12-06,2011-12-09,2011-12-09,0,28,9474,17256.85,616.32,1,High-value active
13767.0,2010-12-01,2011-12-07,2011-12-09,2,37,7322,17220.36,465.42,1,High-value active
13881.0,2011-02-01,2011-12-06,2011-12-09,3,20,10118,17159.52,857.98,1,High-value active
16839.0,2010-12-05,2011-12-01,2011-12-09,8,34,8975,16594.35,488.07,1,High-value active
12921.0,2010-12-01,2011-11-30,2011-12-09,9,37,9526,16587.09,448.30,1,High-value active
14607.0,2011-03-23,2011-11-24,2011-12-09,15,14,11766,16569.50,1183.54,1,High-value active
15856.0,2010-12-09,2011-12-05,2011-12-09,4,27,11005,16387.57,606.95,1,High-value active
17677.0,2010-12-06,2011-12-08,2011-12-09,1,30,9775,16363.23,545.44,1,High-value active
15189.0,2011-01-11,2011-12-08,2011-12-09,1,41,6149,16225.39,395.74,1,High-value active
14051.0,2010-12-08,2011-12-09,2011-12-09,0,23,3756,15610.39,678.71,1,High-value active
15513.0,2010-12-01,2011-11-06,2011-12-09,33,19,5709,14758.22,776.75,1,High-value active
16133.0,2011-01-25,2011-12-06,2011-12-09,3,33,8887,14589.04,442.09,1,High-value active
14866.0,2010-12-08,2011-11-29,2011-12-09,10,12,6752,14389.90,1199.16,1,High-value active
16705.0,2010-12-16,2011-12-09,2011-12-09,0,20,5476,14034.99,701.75,1,High-value active
12681.0,2010-12-07,2011-11-25,2011-12-09,14,22,7536,13787.54,626.71,1,High-value active
12621.0,2010-12-09,2011-12-08,2011-12-09,1,20,7440,13689.67,684.48,1,High-value active
12540.0,2010-12-13,2011-11-20,2011-12-09,19,17,6685,13400.24,788.25,1,High-value active
12433.0,2010-12-01,2011-12-09,2011-12-09,0,7,11071,13375.87,1910.84,1,High-value active
15498.0,2010-12-08,2011-12-07,2011-12-09,2,27,6105,13316.40,493.20,1,High-value active
12477.0,2011-02-11,2011-11-17,2011-12-09,22,6,3653,13219.74,2203.29,1,High-value active
17735.0,2010-12-07,2011-12-07,2011-12-09,2,19,8439,13110.02,690.00,1,High-value active
16525.0,2010-12-08,2011-12-07,2011-12-09,2,26,7397,13027.45,501.06,1,High-value active
14258.0,2011-01-06,2011-11-30,2011-12-09,9,9,7100,12669.98,1407.78,1,High-value active
13078.0,2010-12-08,2011-12-06,2011-12-09,3,26,5630,12627.94,485.69,1,High-value active
12536.0,2011-10-11,2011-10-27,2011-12-09,43,3,2803,12601.83,4200.61,1,High-value active
15640.0,2010-12-02,2011-12-05,2011-12-09,4,15,6607,12515.66,834.38,1,High-value active
16000.0,2011-12-07,2011-12-07,2011-12-09,2,3,5110,12393.70,4131.23,1,High-value active
17340.0,2010-12-08,2011-11-10,2011-12-09,29,11,5967,12353.29,1123.03,1,High-value active
12682.0,2010-12-03,2011-12-06,2011-12-09,3,31,5575,12288.22,396.39,1,High-value active
13113.0,2010-12-08,2011-12-09,2011-12-09,0,24,3045,12245.96,510.25,1,High-value active
14606.0,2010-12-01,2011-12-08,2011-12-09,1,93,6224,12156.65,130.72,1,High-value active
12557.0,2010-12-03,2011-11-23,2011-12-09,16,5,4384,11990.96,2398.19,1,High-value active
12939.0,2011-01-09,2011-10-06,2011-12-09,64,8,4876,11581.80,1447.73,1,High-value active
15125.0,2011-03-14,2011-11-14,2011-12-09,25,15,6193,11528.48,768.57,1,High-value active
14194.0,2011-02-04,2011-12-05,2011-12-09,4,21,5840,11349.52,540.45,1,High-value active
12971.0,2010-12-02,2011-12-06,2011-12-09,3,86,9289,11189.91,130.12,1,High-value active
14895.0,2011-02-22,2011-12-02,2011-12-09,7,20,4851,11138.71,556.94,1,High-value active
12409.0,2011-06-10,2011-09-22,2011-12-09,78,3,5551,11072.67,3690.89,1,High-value active
15482.0,2010-12-16,2011-11-24,2011-12-09,15,12,5020,11054.96,921.25,1,High-value active
17581.0,2010-12-02,2011-12-09,2011-12-09,0,25,5927,11045.04,441.80,1,High-value active
13319.0,2010-12-09,2011-12-04,2011-12-09,5,26,4724,10845.55,417.14,1,High-value active
17107.0,2011-03-06,2011-11-06,2011-12-09,33,6,4837,10815.43,1802.57,1,High-value active
13340.0,2011-03-08,2011-10-25,2011-12-09,45,7,5770,10736.48,1533.78,1,High-value active
14769.0,2010-12-17,2011-12-07,2011-12-09,2,8,7436,10674.75,1334.34,1,High-value active
17139.0,2011-02-24,2011-11-24,2011-12-09,15,12,5182,10668.47,889.04,1,High-value active
16779.0,2010-12-08,2011-12-07,2011-12-09,2,22,5325,10629.72,483.17,1,High-value active
17865.0,2010-12-10,2011-11-09,2011-12-09,30,20,5757,10526.32,526.32,1,High-value active
17706.0,2010-12-08,2011-12-05,2011-12-09,4,17,3899,10504.49,617.91,1,High-value active
15251.0,2011-04-12,2011-11-30,2011-12-09,9,11,6171,10484.99,953.18,1,High-value active
14062.0,2010-12-10,2011-11-30,2011-12-09,9,12,5593,10464.85,872.07,1,High-value active
15615.0,2010-12-15,2011-11-29,2011-12-09,10,23,5508,10399.74,452.16,1,High-value active
15502.0,2010-12-05,2011-11-24,2011-12-09,15,12,4236,10384.93,865.41,1,High-value active
16180.0,2011-04-01,2011-08-31,2011-12-09,100,8,5867,10254.18,1281.77,1,High-value at risk
16843.0,2011-01-16,2011-10-28,2011-12-09,42,16,10159,10196.57,637.29,1,High-value active
12590.0,2011-05-12,2011-05-12,2011-12-09,211,2,4283,9864.26,4932.13,1,High-value at risk
13001.0,2011-01-17,2011-12-05,2011-12-09,4,13,5505,9818.82,755.29,1,High-value active
13199.0,2010-12-08,2011-12-06,2011-12-09,3,38,6176,9817.12,258.35,1,High-value active
15078.0,2010-12-06,2011-12-02,2011-12-09,7,32,5105,9743.11,304.47,1,High-value active
12709.0,2010-12-08,2011-11-24,2011-12-09,15,15,3936,9736.52,649.10,1,High-value active
13458.0,2010-12-15,2011-12-02,2011-12-09,7,14,5508,9646.57,689.04,1,High-value active
14733.0,2010-12-07,2011-11-23,2011-12-09,16,12,3764,9585.91,798.83,1,High-value active
16523.0,2011-01-28,2011-12-08,2011-12-09,1,21,4265,9418.47,448.50,1,High-value active
12567.0,2010-12-05,2011-11-17,2011-12-09,22,10,4305,9401.28,940.13,1,High-value active
14367.0,2011-03-08,2011-12-01,2011-12-09,8,16,4438,9261.52,578.85,1,High-value active
14667.0,2010-12-06,2011-11-29,2011-12-09,10,25,5385,9241.20,369.65,1,High-value active
18092.0,2010-12-09,2011-12-07,2011-12-09,2,11,4252,9068.26,824.39,1,High-value active
13969.0,2010-12-09,2011-12-02,2011-12-09,7,18,4542,9053.94,503.00,1,High-value active
12451.0,2011-01-19,2011-11-29,2011-12-09,10,5,6575,9035.52,1807.10,1,High-value active
13488.0,2010-12-07,2011-11-22,2011-12-09,17,13,4518,8968.31,689.87,1,High-value active
13090.0,2010-12-02,2011-12-01,2011-12-09,8,14,2263,8910.82,636.49,1,High-value active
16033.0,2010-12-05,2011-12-04,2011-12-09,5,20,3539,8816.40,440.82,1,High-value active
17017.0,2010-12-02,2011-12-07,2011-12-09,2,20,6673,8694.26,434.71,1,High-value active
17243.0,2010-12-05,2011-12-08,2011-12-09,1,26,3370,8676.85,333.73,1,High-value active
17306.0,2010-12-21,2011-11-29,2011-12-09,10,19,11491,8631.31,454.28,1,High-value active
16656.0,2010-12-10,2011-11-17,2011-12-09,22,15,8894,8625.80,575.05,1,High-value active
14527.0,2010-12-05,2011-12-07,2011-12-09,2,55,2089,8508.82,154.71,1,High-value active
12683.0,2010-12-09,2011-12-05,2011-12-09,4,15,4987,8476.57,565.10,1,High-value active
18139.0,2011-11-21,2011-11-22,2011-12-09,17,6,5557,8438.34,1406.39,1,High-value active
15358.0,2010-12-09,2011-12-05,2011-12-09,4,22,7050,8347.20,379.42,1,High-value active
16558.0,2010-12-08,2011-12-09,2011-12-09,0,20,5377,8338.49,416.92,1,High-value active
14056.0,2011-02-28,2011-12-08,2011-12-09,1,23,4273,8214.65,357.16,1,High-value active
14936.0,2011-03-09,2011-11-06,2011-12-09,33,8,4085,8137.02,1017.13,1,High-value active
16672.0,2011-03-18,2011-12-07,2011-12-09,2,20,2832,8134.94,406.75,1,High-value active
13854.0,2010-12-09,2011-12-01,2011-12-09,8,25,2296,8109.52,324.38,1,High-value active
14952.0,2010-12-10,2011-10-11,2011-12-09,59,11,3355,8099.49,736.32,1,High-value active
18109.0,2010-12-05,2011-12-08,2011-12-09,1,26,4237,8052.97,309.73,1,High-value active
14796.0,2010-12-08,2011-12-08,2011-12-09,1,17,6025,8022.49,471.91,1,High-value active
12428.0,2011-03-01,2011-11-14,2011-12-09,25,9,3536,7956.46,884.05,1,High-value active
15290.0,2010-12-15,2011-12-05,2011-12-09,4,18,4501,7943.22,441.29,1,High-value active
14849.0,2010-12-01,2011-11-18,2011-12-09,21,25,5694,7930.54,317.22,1,High-value active
12757.0,2011-05-12,2011-11-24,2011-12-09,15,13,2402,7857.10,604.39,1,High-value active
17811.0,2011-01-10,2011-12-05,2011-12-09,4,39,4177,7837.73,200.97,1,High-value active
13093.0,2010-12-01,2011-03-09,2011-12-09,275,8,3961,7832.47,979.06,1,High-value at risk
12435.0,2011-03-17,2011-09-21,2011-12-09,79,2,2055,7829.89,3914.95,1,High-value active
13629.0,2011-01-05,2011-11-16,2011-12-09,23,11,4372,7792.36,708.40,1,High-value active
15044.0,2010-12-12,2011-11-20,2011-12-09,19,17,2795,7700.23,452.95,1,High-value active
15194.0,2010-12-06,2011-12-06,2011-12-09,3,15,5703,7616.53,507.77,1,High-value active
18172.0,2011-02-23,2011-11-25,2011-12-09,14,20,3184,7561.68,378.08,1,High-value active
13263.0,2011-01-18,2011-12-08,2011-12-09,1,35,4780,7454.07,212.97,1,High-value active
12474.0,2011-01-14,2011-11-22,2011-12-09,17,18,4847,7375.79,409.77,1,High-value active
12980.0,2010-12-16,2011-07-05,2011-12-09,157,9,886,7374.90,819.43,1,High-value at risk
15465.0,2010-12-05,2011-11-20,2011-12-09,19,18,1257,7354.62,408.59,1,High-value active
17396.0,2010-12-03,2011-10-31,2011-12-09,39,8,2005,7330.80,916.35,1,High-value active
12583.0,2010-12-01,2011-12-07,2011-12-09,2,15,5060,7281.38,485.43,1,High-value active
13018.0,2011-02-17,2011-11-23,2011-12-09,16,28,5435,7277.70,259.92,1,High-value active
18229.0,2010-12-01,2011-11-28,2011-12-09,11,20,2488,7276.90,363.85,1,High-value active
16923.0,2010-12-12,2011-11-27,2011-12-09,12,19,3417,7247.61,381.45,1,High-value active
16729.0,2011-04-12,2011-11-01,2011-12-09,38,21,5783,7239.92,344.76,1,High-value active
16745.0,2011-02-01,2011-09-14,2011-12-09,86,17,6735,7194.30,423.19,1,High-value active
16873.0,2010-12-10,2011-12-05,2011-12-09,4,6,3840,7123.62,1187.27,1,High-value active
13324.0,2010-12-14,2011-11-03,2011-12-09,36,10,5205,7121.95,712.20,1,High-value active
13985.0,2011-03-20,2011-12-05,2011-12-09,4,15,3445,7060.13,470.68,1,High-value active
14961.0,2010-12-14,2011-11-29,2011-12-09,10,9,3708,7044.68,782.74,1,High-value active
12766.0,2010-12-08,2011-12-06,2011-12-09,3,7,3646,6989.63,998.52,1,High-value active
12798.0,2011-06-22,2011-11-29,2011-12-09,10,3,5256,6977.04,2325.68,1,High-value active
12989.0,2010-12-10,2011-12-06,2011-12-09,3,15,2943,6924.11,461.61,1,High-value active
16713.0,2010-12-08,2011-11-21,2011-12-09,18,15,4276,6923.13,461.54,1,High-value active
13027.0,2010-12-20,2011-08-18,2011-12-09,113,6,17280,6912.00,1152.00,1,High-value at risk
16187.0,2011-02-28,2011-11-08,2011-12-09,31,15,5048,6911.44,460.76,1,High-value active
17416.0,2011-03-03,2011-11-10,2011-12-09,29,7,4302,6893.42,984.77,1,High-value active
12705.0,2010-12-17,2011-11-24,2011-12-09,15,9,3997,6868.29,763.14,1,High-value active
12476.0,2010-12-13,2011-11-24,2011-12-09,15,11,2408,6816.42,619.67,1,High-value active
12830.0,2011-06-21,2011-11-02,2011-12-09,37,6,9848,6814.64,1135.77,1,High-value active
15023.0,2010-12-05,2011-12-06,2011-12-09,3,11,2871,6802.76,618.43,1,High-value active
18055.0,2010-12-05,2011-12-02,2011-12-09,7,10,2455,6784.19,678.42,1,High-value active
15601.0,2010-12-02,2011-11-28,2011-12-09,11,14,4983,6776.56,484.04,1,High-value active
16652.0,2011-03-11,2011-10-12,2011-12-09,58,7,3283,6773.97,967.71,1,High-value active
16532.0,2011-01-05,2011-11-22,2011-12-09,17,3,2016,6748.80,2249.60,1,High-value active
13576.0,2010-12-01,2011-11-29,2011-12-09,10,18,2646,6717.34,373.19,1,High-value active
16746.0,2010-12-16,2011-12-05,2011-12-09,4,18,4665,6697.66,372.09,1,High-value active
15249.0,2011-03-28,2011-11-08,2011-12-09,31,13,3577,6688.46,514.50,1,High-value active
16353.0,2010-12-05,2011-12-06,2011-12-09,3,23,2006,6675.71,290.25,1,High-value active
17338.0,2010-12-13,2011-11-22,2011-12-09,17,8,3128,6643.93,830.49,1,High-value active
12626.0,2011-01-17,2011-11-16,2011-12-09,23,9,3453,6620.48,735.61,1,High-value active
16182.0,2011-02-18,2011-09-28,2011-12-09,72,4,3791,6617.65,1654.41,1,High-value active
15144.0,2011-01-31,2011-12-01,2011-12-09,8,17,3050,6580.44,387.08,1,High-value active
12472.0,2010-12-05,2011-11-07,2011-12-09,32,7,4148,6572.11,938.87,1,High-value active
16814.0,2010-12-05,2011-11-25,2011-12-09,14,21,2769,6509.10,309.96,1,High-value active
12431.0,2010-12-01,2011-11-04,2011-12-09,35,15,2906,6487.45,432.50,1,High-value active
18223.0,2010-12-16,2011-12-05,2011-12-09,4,14,2948,6484.54,463.18,1,High-value active
15694.0,2010-12-02,2011-12-09,2011-12-09,0,14,1677,6479.40,462.81,1,High-value active
13225.0,2010-12-13,2011-12-06,2011-12-09,3,7,3416,6463.84,923.41,1,High-value active
13102.0,2010-12-09,2011-12-08,2011-12-09,1,24,4204,6424.09,267.67,1,High-value active
13871.0,2011-02-04,2011-11-17,2011-12-09,22,13,2806,6403.25,492.56,1,High-value active
12359.0,2011-01-12,2011-10-13,2011-12-09,57,4,1622,6372.58,1593.15,1,High-value active
13668.0,2010-12-12,2011-12-07,2011-12-09,2,21,3742,6363.59,303.03,1,High-value active
13709.0,2011-01-28,2011-12-06,2011-12-09,3,13,3516,6328.05,486.77,1,High-value active
15005.0,2010-12-08,2011-11-24,2011-12-09,15,28,4247,6316.57,225.59,1,High-value active
17315.0,2010-12-17,2011-12-08,2011-12-09,1,38,3888,6292.26,165.59,1,High-value active
16126.0,2011-02-16,2011-11-10,2011-12-09,29,4,2125,6287.77,1571.94,1,High-value active
14057.0,2010-12-14,2011-11-16,2011-12-09,23,17,4876,6217.96,365.76,1,High-value active
12357.0,2011-11-06,2011-11-06,2011-12-09,33,1,2708,6207.67,6207.67,1,One-time customer
14060.0,2010-12-02,2011-12-05,2011-12-09,4,19,5386,6140.42,323.18,1,High-value active
13418.0,2010-12-02,2011-11-28,2011-12-09,11,18,3918,6127.43,340.41,1,High-value active
17509.0,2011-10-07,2011-10-13,2011-12-09,57,8,3534,6115.14,764.39,1,High-value active
15939.0,2011-01-12,2011-09-11,2011-12-09,89,15,4728,6115.01,407.67,1,High-value active
14735.0,2010-12-16,2011-12-06,2011-12-09,3,32,2264,6065.69,189.55,1,High-value active
12637.0,2011-01-20,2011-10-03,2011-12-09,67,8,3002,6021.90,752.74,1,High-value active
13097.0,2010-12-14,2011-11-07,2011-12-09,32,10,2363,6010.42,601.04,1,High-value active
13316.0,2011-03-30,2011-11-02,2011-12-09,37,4,6948,5977.73,1494.43,1,High-value active
14101.0,2011-01-17,2011-09-27,2011-12-09,73,6,6942,5976.79,996.13,1,High-value active
15382.0,2011-02-17,2011-11-25,2011-12-09,14,6,4012,5955.71,992.62,1,High-value active
14505.0,2010-12-12,2011-11-22,2011-12-09,17,8,2759,5905.64,738.21,1,High-value active
14415.0,2010-12-14,2011-12-08,2011-12-09,1,13,3011,5900.28,453.87,1,High-value active
14944.0,2011-02-16,2011-11-10,2011-12-09,29,12,2815,5900.25,491.69,1,High-value active
13209.0,2010-12-13,2011-11-09,2011-12-09,30,8,4253,5891.61,736.45,1,High-value active
13534.0,2010-12-16,2011-12-07,2011-12-09,2,25,2961,5870.08,234.80,1,High-value active
13050.0,2010-12-08,2011-11-25,2011-12-09,14,17,3748,5836.86,343.34,1,High-value active
12720.0,2010-12-05,2011-12-07,2011-12-09,2,25,4672,5781.73,231.27,1,High-value active
15218.0,2011-01-25,2011-11-29,2011-12-09,10,11,3329,5756.89,523.35,1,High-value active
17686.0,2011-02-10,2011-12-02,2011-12-09,7,7,2478,5739.46,819.92,1,High-value active
13178.0,2010-12-14,2011-11-13,2011-12-09,26,11,3570,5725.47,520.50,1,High-value active
16553.0,2010-12-14,2011-06-29,2011-12-09,163,12,4600,5719.82,476.65,1,High-value at risk
13468.0,2010-12-01,2011-12-08,2011-12-09,1,37,2589,5704.97,154.19,1,High-value active
14110.0,2011-03-18,2011-12-06,2011-12-09,3,12,2445,5683.15,473.60,1,High-value active
14049.0,2011-01-26,2011-11-23,2011-12-09,16,4,3870,5681.72,1420.43,1,High-value active
17049.0,2011-03-09,2011-12-07,2011-12-09,2,9,2676,5659.98,628.89,1,High-value active
17716.0,2011-03-17,2011-11-17,2011-12-09,22,11,3072,5655.99,514.18,1,High-value active
13004.0,2010-12-17,2011-11-28,2011-12-09,11,18,4822,5655.91,314.22,1,High-value active
18118.0,2010-12-05,2011-11-29,2011-12-09,10,26,2882,5653.82,217.45,1,High-value active
14688.0,2010-12-01,2011-12-02,2011-12-09,7,21,3621,5630.87,268.14,1,High-value active
17757.0,2010-12-02,2011-12-08,2011-12-09,1,30,3320,5605.29,186.84,1,High-value active
12481.0,2010-12-09,2011-11-17,2011-12-09,22,10,3304,5596.32,559.63,1,High-value active
12839.0,2010-12-07,2011-12-07,2011-12-09,2,14,3807,5591.42,399.39,1,High-value active
16767.0,2011-01-27,2011-11-09,2011-12-09,30,11,4435,5580.60,507.33,1,High-value active
16161.0,2010-12-06,2011-12-08,2011-12-09,1,19,2599,5575.56,293.45,1,High-value active
12539.0,2011-01-10,2011-11-17,2011-12-09,22,4,2067,5568.35,1392.09,1,High-value active
15805.0,2010-12-10,2011-11-16,2011-12-09,23,17,3387,5528.48,325.20,1,High-value active
18225.0,2010-12-09,2011-12-06,2011-12-09,3,12,3244,5509.12,459.09,1,High-value active
16609.0,2011-04-01,2011-11-24,2011-12-09,15,7,2420,5493.46,784.78,1,High-value active
16985.0,2010-12-16,2011-11-22,2011-12-09,17,10,1832,5464.12,546.41,1,High-value active
16265.0,2010-12-10,2011-11-30,2011-12-09,9,9,2646,5447.00,605.22,1,High-value active
18198.0,2011-01-07,2011-12-05,2011-12-09,4,17,4074,5425.56,319.15,1,High-value active
12490.0,2011-01-14,2011-12-04,2011-12-09,5,10,3064,5417.93,541.79,1,High-value active
17809.0,2010-12-01,2011-11-23,2011-12-09,16,12,2057,5411.91,450.99,1,High-value active
16701.0,2010-12-13,2011-12-01,2011-12-09,8,13,6393,5398.30,415.25,1,High-value active
17719.0,2011-03-29,2011-11-02,2011-12-09,37,15,2466,5396.04,359.74,1,High-value active
17850.0,2010-12-01,2010-12-02,2011-12-09,372,34,1733,5391.21,158.57,1,High-value at risk
16303.0,2011-01-10,2011-11-14,2011-12-09,25,3,2659,5360.63,1786.88,1,High-value active
13269.0,2010-12-05,2011-12-08,2011-12-09,1,15,3514,5346.23,356.42,1,High-value active
15150.0,2011-03-15,2011-11-22,2011-12-09,17,10,3658,5314.47,531.45,1,High-value active
17730.0,2011-01-17,2011-12-06,2011-12-09,3,13,3576,5298.48,407.58,1,High-value active
17061.0,2011-04-21,2011-09-27,2011-12-09,73,11,1526,5232.23,475.66,1,High-value active
18226.0,2011-01-06,2011-10-26,2011-12-09,44,11,3466,5228.05,475.28,1,High-value active
12362.0,2011-02-17,2011-12-06,2011-12-09,3,10,2229,5226.23,522.62,1,High-value active
15046.0,2011-01-05,2011-11-30,2011-12-09,9,15,3451,5213.77,347.58,1,High-value active
16258.0,2011-05-04,2011-10-25,2011-12-09,45,5,2994,5203.51,1040.70,1,High-value active
13756.0,2010-12-07,2011-12-07,2011-12-09,2,14,3188,5189.52,370.68,1,High-value active
16191.0,2010-12-14,2011-12-07,2011-12-09,2,13,3351,5180.52,398.50,1,High-value active
15727.0,2010-12-15,2011-11-23,2011-12-09,16,7,3065,5178.96,739.85,1,High-value active
17858.0,2010-12-05,2011-12-04,2011-12-09,5,12,2706,5155.66,429.64,1,High-value active
13599.0,2010-12-08,2011-12-08,2011-12-09,1,21,3294,5153.67,245.41,1,High-value active
15903.0,2011-02-17,2011-11-30,2011-12-09,9,7,2410,5126.76,732.39,1,High-value active
13941.0,2010-12-02,2011-11-18,2011-12-09,21,5,2364,5112.96,1022.59,1,High-value active
17602.0,2011-01-19,2011-12-07,2011-12-09,2,6,4151,5102.97,850.50,1,High-value active
16700.0,2010-12-08,2011-12-01,2011-12-09,8,13,4024,5076.55,390.50,1,High-value active
14562.0,2011-02-08,2011-12-06,2011-12-09,3,18,1834,5074.77,281.93,1,High-value active
15301.0,2010-12-06,2011-10-20,2011-12-09,50,12,2775,5070.35,422.53,1,High-value active
13139.0,2011-03-25,2011-11-23,2011-12-09,16,7,2425,5064.94,723.56,1,High-value active
12432.0,2011-06-20,2011-10-28,2011-12-09,42,5,1801,5059.32,1011.86,1,High-value active
15719.0,2011-01-06,2011-11-07,2011-12-09,32,13,2725,5045.61,388.12,1,High-value active
17426.0,2011-03-02,2011-12-01,2011-12-09,8,6,3094,5037.26,839.54,1,High-value active
14329.0,2011-01-14,2011-11-22,2011-12-09,17,7,3095,5014.84,716.41,1,High-value active
14755.0,2011-01-09,2011-11-30,2011-12-09,9,11,2219,5010.28,455.48,1,High-value active
12444.0,2011-06-21,2011-11-18,2011-12-09,21,5,1153,5005.46,1001.09,1,High-value active
15032.0,2010-12-08,2011-03-28,2011-12-09,256,3,2968,4959.10,1653.03,1,High-value at risk
15547.0,2010-12-12,2011-12-02,2011-12-09,7,14,4032,4954.84,353.92,1,High-value active
12437.0,2011-01-12,2011-12-08,2011-12-09,1,18,2922,4951.41,275.08,1,High-value active
12700.0,2011-05-08,2011-12-02,2011-12-09,7,4,2967,4939.99,1235.00,1,High-value active
15786.0,2011-08-17,2011-10-24,2011-12-09,46,3,3364,4932.20,1644.07,1,High-value active
14709.0,2010-12-16,2011-11-24,2011-12-09,15,13,2484,4921.04,378.54,1,High-value active
